policy_domain,target_id,target_item_id,target_image_url,target_title,target_description,target_real_approval_label,target_predicted_approval_label,target_predicted_rejection_comment,target_violated_rule_ids,example_id,example_item_id,example_image_url,example_title,example_description,example_approval_label,example_predicted_rejection_reason,example_predicted_sub_rejection,example_predicted_rejection_comment
Sexualized or Skin,151218493,3722638816,http://cdn.taboola.com/libtrc/static/thumbnails/57d600d76d0a1c7d4a7b5723eee73923.jpg,"(Watch It Today) The Video ""They"" Might Not Want You To See",(null),rejected,rejected,"The thumbnail image used in the ad may contain sexual or suggestive imagery or depict someone overexposed. The title ""(Watch It Today) The Video 'They' Might Not Want You To See"" could imply suggestive content. Please consider replacing the thumbnail image with one that is more appropriate for the target audience and uses positive or neutral imagery.","[""2.2"", ""2.3""]",132937305,3642814298,http://cdn.taboola.com/libtrc/static/thumbnails/541e762daaf13ac8746aa7747da8681e.jpg,${region:capitalized}$: Say Bye To Expensive Solar Panels If You Own A Home in  ${city:capitalized}$,(null),rejected,THUMBNAIL_INAPPROPRIATE,Used Sexual Or Suggestive Imagery Or Depicted Someone Overexposed,"We found the thumbnail image: 

Used sexual or suggestive imagery or depicted someone overexposed.

For example: tight shirt is not allowed in solar panel campaigns

To improve your thumbnail image, consider rewriting or replacing it with one that is more appropriate for the target audience and uses positive or neutral language."
Sexualized or Skin,151218493,3722638816,http://cdn.taboola.com/libtrc/static/thumbnails/57d600d76d0a1c7d4a7b5723eee73923.jpg,"(Watch It Today) The Video ""They"" Might Not Want You To See",(null),rejected,rejected,"The thumbnail image used in the ad may contain sexual or suggestive imagery or depict someone overexposed. The title ""(Watch It Today) The Video 'They' Might Not Want You To See"" could imply suggestive content. Please consider replacing the thumbnail image with one that is more appropriate for the target audience and uses positive or neutral imagery.","[""2.2"", ""2.3""]",140277449,3684164635,http://cdn.taboola.com/libtrc/static/thumbnails/GETTY_IMAGES/FKF/821784082__rOz9S95b.jpg,The Under-Utilized Policy The Rich Use,(null),rejected,THUMBNAIL_INAPPROPRIATE,Used Sexual Or Suggestive Imagery Or Depicted Someone Overexposed,"We found the thumbnail image: 

Used sexual or suggestive imagery or depicted someone overexposed.


To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery."
Sexualized or Skin,151218493,3722638816,http://cdn.taboola.com/libtrc/static/thumbnails/57d600d76d0a1c7d4a7b5723eee73923.jpg,"(Watch It Today) The Video ""They"" Might Not Want You To See",(null),rejected,rejected,"The thumbnail image used in the ad may contain sexual or suggestive imagery or depict someone overexposed. The title ""(Watch It Today) The Video 'They' Might Not Want You To See"" could imply suggestive content. Please consider replacing the thumbnail image with one that is more appropriate for the target audience and uses positive or neutral imagery.","[""2.2"", ""2.3""]",156764363,3790443787,http://cdn.taboola.com/libtrc/static/thumbnails/163e47bca9716e2ebda307e2b2d78194.png,Need Money? Search For The Quickest Way,(null),rejected,THUMBNAIL_INAPPROPRIATE,Used Sexual Or Suggestive Imagery Or Depicted Someone Overexposed,"We found the thumbnail image:

• Used sexual or suggestive imagery or depicted someone overexposed.

For example: Compromising position.

To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery. "
Sexualized or Skin,151218493,3722638816,http://cdn.taboola.com/libtrc/static/thumbnails/57d600d76d0a1c7d4a7b5723eee73923.jpg,"(Watch It Today) The Video ""They"" Might Not Want You To See",(null),rejected,rejected,"The thumbnail image used in the ad may contain sexual or suggestive imagery or depict someone overexposed. The title ""(Watch It Today) The Video 'They' Might Not Want You To See"" could imply suggestive content. Please consider replacing the thumbnail image with one that is more appropriate for the target audience and uses positive or neutral imagery.","[""2.2"", ""2.3""]",207130202,3985073183,http://cdn.taboola.com/libtrc/static/thumbnails/bc4650ed42a511f80986eebd5cf4d56e.jpg,US Drivers With No DUIs Are Getting Eligible To Lower Down Their Car Insurance To Almost Nothing!,(null),rejected,THUMBNAIL_SEXUAL_OR_SUGGESTIVE,Uses Sexual Or Suggestive Language/Imagery Or Implies That Someone Became Overexposed. This Includes Language/Imagery That Suggests Something Sexual Happened.,Sexually suggestive image
Sexualized or Skin,151218493,3722638816,http://cdn.taboola.com/libtrc/static/thumbnails/57d600d76d0a1c7d4a7b5723eee73923.jpg,"(Watch It Today) The Video ""They"" Might Not Want You To See",(null),rejected,rejected,"The thumbnail image used in the ad may contain sexual or suggestive imagery or depict someone overexposed. The title ""(Watch It Today) The Video 'They' Might Not Want You To See"" could imply suggestive content. Please consider replacing the thumbnail image with one that is more appropriate for the target audience and uses positive or neutral imagery.","[""2.2"", ""2.3""]",153969327,3730181312,http://cdn.taboola.com/libtrc/static/thumbnails/2d4ab34d6cb0eea899e15c13cfe2ca2f.png,5 Strategies To Pay Off Credit Card Debt Fast,(null),rejected,THUMBNAIL_INAPPROPRIATE,Used Sexual Or Suggestive Imagery Or Depicted Someone Overexposed,"We found the thumbnail image:

• Used sexual or suggestive imagery or depicted someone overexposed.

For example: visible nipple outline.

To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery. "
Sexualized or Skin,151218493,3722638816,http://cdn.taboola.com/libtrc/static/thumbnails/57d600d76d0a1c7d4a7b5723eee73923.jpg,"(Watch It Today) The Video ""They"" Might Not Want You To See",(null),rejected,rejected,"The thumbnail image used in the ad may contain sexual or suggestive imagery or depict someone overexposed. The title ""(Watch It Today) The Video 'They' Might Not Want You To See"" could imply suggestive content. Please consider replacing the thumbnail image with one that is more appropriate for the target audience and uses positive or neutral imagery.","[""2.2"", ""2.3""]",153737656,3729529701,http://cdn.taboola.com/libtrc/static/thumbnails/f497f99027fa198b08f680f12a519e81.jpg,"${city:capitalized}$ Homeowner: Don't Borrow From The Bank, Do This Instead (It's Genius)",(null),rejected,THUMBNAIL_INAPPROPRIATE,Used Sexual Or Suggestive Imagery Or Depicted Someone Overexposed,"We found the thumbnail image:

• Used sexual or suggestive imagery or depicted someone overexposed.


To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery. "
Sexualized or Skin,151218493,3722638816,http://cdn.taboola.com/libtrc/static/thumbnails/57d600d76d0a1c7d4a7b5723eee73923.jpg,"(Watch It Today) The Video ""They"" Might Not Want You To See",(null),rejected,rejected,"The thumbnail image used in the ad may contain sexual or suggestive imagery or depict someone overexposed. The title ""(Watch It Today) The Video 'They' Might Not Want You To See"" could imply suggestive content. Please consider replacing the thumbnail image with one that is more appropriate for the target audience and uses positive or neutral imagery.","[""2.2"", ""2.3""]",131279202,3625371269,http://cdn.taboola.com/libtrc/static/thumbnails/2699146a75d9ba0188088b99ac9a0d09.png,Bet $5 On The Chiefs vs. Jaguars & Get $150 Back Instantly,(null),rejected,THUMBNAIL_INAPPROPRIATE,Used Sexual Or Suggestive Imagery Or Depicted Someone Overexposed,"We found the thumbnail image: 


Used sexual or suggestive imagery or depicted someone overexposed.

For example: focusing on intimate body part

To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery."
Sexualized or Skin,151218493,3722638816,http://cdn.taboola.com/libtrc/static/thumbnails/57d600d76d0a1c7d4a7b5723eee73923.jpg,"(Watch It Today) The Video ""They"" Might Not Want You To See",(null),rejected,rejected,"The thumbnail image used in the ad may contain sexual or suggestive imagery or depict someone overexposed. The title ""(Watch It Today) The Video 'They' Might Not Want You To See"" could imply suggestive content. Please consider replacing the thumbnail image with one that is more appropriate for the target audience and uses positive or neutral imagery.","[""2.2"", ""2.3""]",146564397,3705515487,http://cdn.taboola.com/libtrc/static/thumbnails/90c7f94370f52e5c52c4fb101917e089.png,CD Rates in 2023 May Surprise You,(null),rejected,THUMBNAIL_INAPPROPRIATE,Used Sexual Or Suggestive Imagery Or Depicted Someone Overexposed,"We found the thumbnail image:

• Used sexual or suggestive imagery or depicted someone overexposed.

For example: cleavage . 

To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery."
Sexualized or Skin,151218493,3722638816,http://cdn.taboola.com/libtrc/static/thumbnails/57d600d76d0a1c7d4a7b5723eee73923.jpg,"(Watch It Today) The Video ""They"" Might Not Want You To See",(null),rejected,rejected,"The thumbnail image used in the ad may contain sexual or suggestive imagery or depict someone overexposed. The title ""(Watch It Today) The Video 'They' Might Not Want You To See"" could imply suggestive content. Please consider replacing the thumbnail image with one that is more appropriate for the target audience and uses positive or neutral imagery.","[""2.2"", ""2.3""]",161372431,3842361937,https://dx6isbzrbkxjw.cloudfront.net/uuid6538111a305963.08191591.jpeg,Stop Paying Income Tax (Only If You Do This),(null),rejected,THUMBNAIL_INAPPROPRIATE,Used Sexual Or Suggestive Imagery Or Depicted Someone Overexposed,"We found the thumbnail image:

• Used sexual or suggestive imagery or depicted someone overexposed.

For example: A part from her boob is visible as a ""side boob."".

To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery. "
Sexualized or Skin,131279203,3625371270,http://cdn.taboola.com/libtrc/static/thumbnails/5b3885856577c87e4f479760ba1e01ed.png,Bet $5 On The Chiefs vs. Jaguars & Get $150 Back Instantly,(null),rejected,rejected,"We found the thumbnail image: Used sexual or suggestive imagery or depicted someone overexposed. For example: focusing on intimate body part. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.","[""2.1"", ""2.2"", ""2.4""]",170904456,3883661223,http://cdn.taboola.com/libtrc/static/thumbnails/781ad8044035c52c8552c27a4c01b432.jpeg,Customers Stock Up On Gold Bars At Costco (Take A Look At The Prices),(null),approved,(null),(null),(null)
Sexualized or Skin,131279203,3625371270,http://cdn.taboola.com/libtrc/static/thumbnails/5b3885856577c87e4f479760ba1e01ed.png,Bet $5 On The Chiefs vs. Jaguars & Get $150 Back Instantly,(null),rejected,rejected,"We found the thumbnail image: Used sexual or suggestive imagery or depicted someone overexposed. For example: focusing on intimate body part. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.","[""2.1"", ""2.2"", ""2.4""]",195894571,3942346049,http://cdn.taboola.com/libtrc/static/thumbnails/270d52645f865b97437ff0d463e65493.jpg,High Return Child Plan Invest ₹5000/Month & Get ₹50 Lakh return*,Start Investing from Today & Protect Your Child Future.,approved,(null),(null),(null)
Sexualized or Skin,131279203,3625371270,http://cdn.taboola.com/libtrc/static/thumbnails/5b3885856577c87e4f479760ba1e01ed.png,Bet $5 On The Chiefs vs. Jaguars & Get $150 Back Instantly,(null),rejected,rejected,"We found the thumbnail image: Used sexual or suggestive imagery or depicted someone overexposed. For example: focusing on intimate body part. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.","[""2.1"", ""2.2"", ""2.4""]",133279052,3653776269,http://cdn.taboola.com/libtrc/static/thumbnails/326455c3ecf796a096325088e2c997d4.jpg,NRI in ${country:capitalized}$? Invest ₹18K/Month & Get ₹1Cr for your kids College in 15 years,(null),approved,(null),(null),(null)
Sexualized or Skin,131279203,3625371270,http://cdn.taboola.com/libtrc/static/thumbnails/5b3885856577c87e4f479760ba1e01ed.png,Bet $5 On The Chiefs vs. Jaguars & Get $150 Back Instantly,(null),rejected,rejected,"We found the thumbnail image: Used sexual or suggestive imagery or depicted someone overexposed. For example: focusing on intimate body part. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.","[""2.1"", ""2.2"", ""2.4""]",150483078,3720286475,http://cdn.taboola.com/libtrc/static/thumbnails/1a5d9e2da2e0ad473f5bc93aef248202.jpg,Two ${region:capitalized}$ Banks Paying All Time High Sign Up Bonus (See The List),Perform A Simple Search On The Next Page To See Highest Yield Checking Accounts,approved,(null),(null),(null)
Sexualized or Skin,131279203,3625371270,http://cdn.taboola.com/libtrc/static/thumbnails/5b3885856577c87e4f479760ba1e01ed.png,Bet $5 On The Chiefs vs. Jaguars & Get $150 Back Instantly,(null),rejected,rejected,"We found the thumbnail image: Used sexual or suggestive imagery or depicted someone overexposed. For example: focusing on intimate body part. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.","[""2.1"", ""2.2"", ""2.4""]",205659827,3922002812,http://cdn.taboola.com/libtrc/static/thumbnails/03d8d5a722dc0bccb349043406bfb007.png,(Surprising Reveal) So Few People On Medicare Know This...,Special Benefits Eveyone On Medicare Can Apply For,approved,(null),(null),(null)
Sexualized or Skin,131279203,3625371270,http://cdn.taboola.com/libtrc/static/thumbnails/5b3885856577c87e4f479760ba1e01ed.png,Bet $5 On The Chiefs vs. Jaguars & Get $150 Back Instantly,(null),rejected,rejected,"We found the thumbnail image: Used sexual or suggestive imagery or depicted someone overexposed. For example: focusing on intimate body part. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.","[""2.1"", ""2.2"", ""2.4""]",155945927,3751430770,http://cdn.taboola.com/libtrc/static/thumbnails/8f7793077f3af7979f05716ec8d61b44.jpg,Best Cheap Real Estate Investing in ${region:capitalized}$,Best Top Rated Real Estate Investing - 7 Tips to Investment Easy & Professionally - Save Your Time & Money - Professional Investment Services & Best Investment Ideas,approved,(null),(null),(null)
Sexualized or Skin,131279203,3625371270,http://cdn.taboola.com/libtrc/static/thumbnails/5b3885856577c87e4f479760ba1e01ed.png,Bet $5 On The Chiefs vs. Jaguars & Get $150 Back Instantly,(null),rejected,rejected,"We found the thumbnail image: Used sexual or suggestive imagery or depicted someone overexposed. For example: focusing on intimate body part. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.","[""2.1"", ""2.2"", ""2.4""]",160187976,3725875990,http://cdn.taboola.com/libtrc/static/thumbnails/STABLE_DIFFUSION/ESD/40e14f40-a904-470a-8472-39f1d789b449__f1bcyzNn.jpg,${city:capitalized}$: Gold vs. Silver Investment Debate,Uncover the hidden opportunities in precious metals investing and secure your financial future with our expert guidance.,approved,(null),(null),(null)
Sexualized or Skin,131279203,3625371270,http://cdn.taboola.com/libtrc/static/thumbnails/5b3885856577c87e4f479760ba1e01ed.png,Bet $5 On The Chiefs vs. Jaguars & Get $150 Back Instantly,(null),rejected,rejected,"We found the thumbnail image: Used sexual or suggestive imagery or depicted someone overexposed. For example: focusing on intimate body part. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.","[""2.1"", ""2.2"", ""2.4""]",155945902,3751430758,http://cdn.taboola.com/libtrc/static/thumbnails/8f7793077f3af7979f05716ec8d61b44.jpg,3 Tips For Real Estate Investing in ${country:capitalized}$,Best Real Estate Investing Offers & 7 Real Estate Investing Tips to Improve Your Investment - Increase Your Success Quick & Easy - Save Your Time & Money,approved,(null),(null),(null)
Sexualized or Skin,131279203,3625371270,http://cdn.taboola.com/libtrc/static/thumbnails/5b3885856577c87e4f479760ba1e01ed.png,Bet $5 On The Chiefs vs. Jaguars & Get $150 Back Instantly,(null),rejected,rejected,"We found the thumbnail image: Used sexual or suggestive imagery or depicted someone overexposed. For example: focusing on intimate body part. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.","[""2.1"", ""2.2"", ""2.4""]",161571641,3842781164,http://cdn.taboola.com/libtrc/static/thumbnails/fd4c3dc7bc97ef58759d0b4badc2a0ec.png,Adults On Medicare Could Receive This Benefit (Check If You Are Eligible),(null),approved,(null),(null),(null)
Sexualized or Skin,131279203,3625371270,http://cdn.taboola.com/libtrc/static/thumbnails/5b3885856577c87e4f479760ba1e01ed.png,Bet $5 On The Chiefs vs. Jaguars & Get $150 Back Instantly,(null),rejected,rejected,"We found the thumbnail image: Used sexual or suggestive imagery or depicted someone overexposed. For example: focusing on intimate body part. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.","[""2.1"", ""2.2"", ""2.4""]",208034996,4002432624,http://cdn.taboola.com/libtrc/static/thumbnails/746313cf07ad2ced0ca2c119f909faa5.jpeg,The £25 per Month Medical Insurance That's Making Waves In The UK,(null),approved,(null),(null),(null)
Sexualized or Skin,131279203,3625371270,http://cdn.taboola.com/libtrc/static/thumbnails/5b3885856577c87e4f479760ba1e01ed.png,Bet $5 On The Chiefs vs. Jaguars & Get $150 Back Instantly,(null),rejected,rejected,"We found the thumbnail image: Used sexual or suggestive imagery or depicted someone overexposed. For example: focusing on intimate body part. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.","[""2.1"", ""2.2"", ""2.4""]",210177725,4046342002,http://cdn.taboola.com/libtrc/static/thumbnails/878d6db72fdc527b0d4d9b671cea8541.jpg,The Weekend Side Hustle ,(null),approved,(null),(null),(null)
Sexualized or Skin,131279203,3625371270,http://cdn.taboola.com/libtrc/static/thumbnails/5b3885856577c87e4f479760ba1e01ed.png,Bet $5 On The Chiefs vs. Jaguars & Get $150 Back Instantly,(null),rejected,rejected,"We found the thumbnail image: Used sexual or suggestive imagery or depicted someone overexposed. For example: focusing on intimate body part. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.","[""2.1"", ""2.2"", ""2.4""]",197340251,3940159778,http://cdn.taboola.com/libtrc/static/thumbnails/6a044c337e112cf2267441eb1dffb8ac.jpeg,On Medicare? Do This Before ${dayofweek:capitalized}$,People on Medicare Are Claiming This Benefit (Check Today),approved,(null),(null),(null)
Sexualized or Skin,131279203,3625371270,http://cdn.taboola.com/libtrc/static/thumbnails/5b3885856577c87e4f479760ba1e01ed.png,Bet $5 On The Chiefs vs. Jaguars & Get $150 Back Instantly,(null),rejected,rejected,"We found the thumbnail image: Used sexual or suggestive imagery or depicted someone overexposed. For example: focusing on intimate body part. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.","[""2.1"", ""2.2"", ""2.4""]",210172868,4042091117,http://cdn.taboola.com/libtrc/static/thumbnails/0ff7e35188d0bffa8762cafe2fb4dd13.jpg,The best IPO stock to buy in 2024?,(null),approved,(null),(null),(null)
Sexualized or Skin,131279203,3625371270,http://cdn.taboola.com/libtrc/static/thumbnails/5b3885856577c87e4f479760ba1e01ed.png,Bet $5 On The Chiefs vs. Jaguars & Get $150 Back Instantly,(null),rejected,rejected,"We found the thumbnail image: Used sexual or suggestive imagery or depicted someone overexposed. For example: focusing on intimate body part. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.","[""2.1"", ""2.2"", ""2.4""]",178684124,3900914251,http://cdn.taboola.com/libtrc/static/thumbnails/c1ab5e88af05c2a4c065674db3054cac.jpg,The #1 Massive Stock Trend Taking Investors By Storm,(null),approved,(null),(null),(null)
Sexualized or Skin,131279203,3625371270,http://cdn.taboola.com/libtrc/static/thumbnails/5b3885856577c87e4f479760ba1e01ed.png,Bet $5 On The Chiefs vs. Jaguars & Get $150 Back Instantly,(null),rejected,rejected,"We found the thumbnail image: Used sexual or suggestive imagery or depicted someone overexposed. For example: focusing on intimate body part. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.","[""2.1"", ""2.2"", ""2.4""]",160326583,3838187655,http://cdn.taboola.com/libtrc/static/thumbnails/706341a6c82bbca33aad91b37044698a.png,Understanding The Benefits Of Power Of Attorney For Seniors,(null),approved,(null),(null),(null)
Sexualized or Skin,131279203,3625371270,http://cdn.taboola.com/libtrc/static/thumbnails/5b3885856577c87e4f479760ba1e01ed.png,Bet $5 On The Chiefs vs. Jaguars & Get $150 Back Instantly,(null),rejected,rejected,"We found the thumbnail image: Used sexual or suggestive imagery or depicted someone overexposed. For example: focusing on intimate body part. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.","[""2.1"", ""2.2"", ""2.4""]",131279202,3625371269,http://cdn.taboola.com/libtrc/static/thumbnails/2699146a75d9ba0188088b99ac9a0d09.png,Bet $5 On The Chiefs vs. Jaguars & Get $150 Back Instantly,(null),rejected,THUMBNAIL_INAPPROPRIATE,Used Sexual Or Suggestive Imagery Or Depicted Someone Overexposed,"We found the thumbnail image: 


Used sexual or suggestive imagery or depicted someone overexposed.

For example: focusing on intimate body part

To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery."
Sexualized or Skin,131279203,3625371270,http://cdn.taboola.com/libtrc/static/thumbnails/5b3885856577c87e4f479760ba1e01ed.png,Bet $5 On The Chiefs vs. Jaguars & Get $150 Back Instantly,(null),rejected,rejected,"We found the thumbnail image: Used sexual or suggestive imagery or depicted someone overexposed. For example: focusing on intimate body part. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.","[""2.1"", ""2.2"", ""2.4""]",195126334,3940547979,http://cdn.taboola.com/libtrc/static/thumbnails/c29858628edc3f76317c681e93771e61.jpg,Hims & Hers Stock Falls on CEO’s Palestine Support,Get Full Stock Analysis,rejected,THUMBNAIL_INAPPROPRIATE,Used Sexual Or Suggestive Imagery Or Depicted Someone Overexposed,"We found the thumbnail image:

• Used sexual or suggestive imagery or depicted someone overexposed.

For example: Sexually suggestive image.

To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery. "
Sexualized or Skin,131279203,3625371270,http://cdn.taboola.com/libtrc/static/thumbnails/5b3885856577c87e4f479760ba1e01ed.png,Bet $5 On The Chiefs vs. Jaguars & Get $150 Back Instantly,(null),rejected,rejected,"We found the thumbnail image: Used sexual or suggestive imagery or depicted someone overexposed. For example: focusing on intimate body part. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.","[""2.1"", ""2.2"", ""2.4""]",129972634,3599107217,https://media1.moneywise.com/a/20469/StandardTaboola1000x6001_1672777101_162646990_1672777204_2123573317.png,Don’t Get Suckered Into Paying An Extra $700 On Car Insurance,(null),rejected,THUMBNAIL_INAPPROPRIATE,Used Sexual Or Suggestive Imagery Or Depicted Someone Overexposed,"We found the thumbnail image: 

Used sexual or suggestive imagery or depicted someone overexposed.

For example: racy clothing 

To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery."
Sexualized or Skin,131279203,3625371270,http://cdn.taboola.com/libtrc/static/thumbnails/5b3885856577c87e4f479760ba1e01ed.png,Bet $5 On The Chiefs vs. Jaguars & Get $150 Back Instantly,(null),rejected,rejected,"We found the thumbnail image: Used sexual or suggestive imagery or depicted someone overexposed. For example: focusing on intimate body part. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.","[""2.1"", ""2.2"", ""2.4""]",141334015,3687749906,http://cdn.taboola.com/libtrc/static/thumbnails/082b259651deaf67f80d38559d2e5be4.jpg,On Medicare? Discover Additional Benefits and Savings,(null),rejected,THUMBNAIL_INAPPROPRIATE,Used Sexual Or Suggestive Imagery Or Depicted Someone Overexposed,"We found the thumbnail image: 

Used sexual or suggestive imagery or depicted someone overexposed.

For example: emphasized intimate body part.

To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery."
Sexualized or Skin,131279203,3625371270,http://cdn.taboola.com/libtrc/static/thumbnails/5b3885856577c87e4f479760ba1e01ed.png,Bet $5 On The Chiefs vs. Jaguars & Get $150 Back Instantly,(null),rejected,rejected,"We found the thumbnail image: Used sexual or suggestive imagery or depicted someone overexposed. For example: focusing on intimate body part. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.","[""2.1"", ""2.2"", ""2.4""]",135556911,3661415287,http://cdn.taboola.com/libtrc/static/thumbnails/ad41678a0c2fb853e0207ced6ce48d9b.jpg,Need A Personal Loan?,"Safe & Secure, Fast Lender-Approval, Submit Online",rejected,THUMBNAIL_INAPPROPRIATE,Used Sexual Or Suggestive Imagery Or Depicted Someone Overexposed,"""We found the thumbnail image:
Used sexual or suggestive imagery or depicted someone overexposed.
For example: racy wearing underwear out of context
To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery."""
Sexualized or Skin,131279203,3625371270,http://cdn.taboola.com/libtrc/static/thumbnails/5b3885856577c87e4f479760ba1e01ed.png,Bet $5 On The Chiefs vs. Jaguars & Get $150 Back Instantly,(null),rejected,rejected,"We found the thumbnail image: Used sexual or suggestive imagery or depicted someone overexposed. For example: focusing on intimate body part. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.","[""2.1"", ""2.2"", ""2.4""]",167225230,3876611935,http://cdn.taboola.com/libtrc/static/thumbnails/033973418cbd7f294a44771844550a5b.png,Americans On Medicare Are Due A Big Surprise With These Changes Coming,(null),rejected,THUMBNAIL_INAPPROPRIATE,Used Sexual Or Suggestive Imagery Or Depicted Someone Overexposed,"We found the thumbnail image:

• Used sexual or suggestive imagery or depicted someone overexposed.

For example: Underskirt.

To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery. "
Sexualized or Skin,131279203,3625371270,http://cdn.taboola.com/libtrc/static/thumbnails/5b3885856577c87e4f479760ba1e01ed.png,Bet $5 On The Chiefs vs. Jaguars & Get $150 Back Instantly,(null),rejected,rejected,"We found the thumbnail image: Used sexual or suggestive imagery or depicted someone overexposed. For example: focusing on intimate body part. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.","[""2.1"", ""2.2"", ""2.4""]",140277449,3684164635,http://cdn.taboola.com/libtrc/static/thumbnails/GETTY_IMAGES/FKF/821784082__rOz9S95b.jpg,The Under-Utilized Policy The Rich Use,(null),rejected,THUMBNAIL_INAPPROPRIATE,Used Sexual Or Suggestive Imagery Or Depicted Someone Overexposed,"We found the thumbnail image: 

Used sexual or suggestive imagery or depicted someone overexposed.


To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery."
Sexualized or Skin,131279203,3625371270,http://cdn.taboola.com/libtrc/static/thumbnails/5b3885856577c87e4f479760ba1e01ed.png,Bet $5 On The Chiefs vs. Jaguars & Get $150 Back Instantly,(null),rejected,rejected,"We found the thumbnail image: Used sexual or suggestive imagery or depicted someone overexposed. For example: focusing on intimate body part. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.","[""2.1"", ""2.2"", ""2.4""]",156764363,3790443787,http://cdn.taboola.com/libtrc/static/thumbnails/163e47bca9716e2ebda307e2b2d78194.png,Need Money? Search For The Quickest Way,(null),rejected,THUMBNAIL_INAPPROPRIATE,Used Sexual Or Suggestive Imagery Or Depicted Someone Overexposed,"We found the thumbnail image:

• Used sexual or suggestive imagery or depicted someone overexposed.

For example: Compromising position.

To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery. "
Sexualized or Skin,131279203,3625371270,http://cdn.taboola.com/libtrc/static/thumbnails/5b3885856577c87e4f479760ba1e01ed.png,Bet $5 On The Chiefs vs. Jaguars & Get $150 Back Instantly,(null),rejected,rejected,"We found the thumbnail image: Used sexual or suggestive imagery or depicted someone overexposed. For example: focusing on intimate body part. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.","[""2.1"", ""2.2"", ""2.4""]",135866772,3662254025,http://cdn.taboola.com/libtrc/static/thumbnails/2529ca56ab443e4a4e57a3f78bb133c7.png,"Find new products and brands. Get the best deal and earn rewards—just for shopping. Online or in-store, it's easy with the Klarna app.",(null),rejected,THUMBNAIL_INAPPROPRIATE,Used Sexual Or Suggestive Imagery Or Depicted Someone Overexposed,"We found the thumbnail image: 

 

Used sexual or suggestive imagery or depicted someone overexposed.

For example: cleavage 

To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery."
